adjudication_key	base_state	current_state
literal:8b03d36145b61aae180db944517ca687575564315845985bd2cbaa7720a48055	"[""boundary"",""Retain routing/state-transition contract: #464 AC3: Move 2 writes the coverage-sweep output back as closed AC items before filing.""]"	"[""prose-multi-copy"",""issue #1753: #464 AC3: Move 2 writes the coverage-sweep output back as closed AC items before filing; 2 counted homes. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:9824bb829886bd316d4b450ee3d0316aefb437e55fab60931de3457ca67459ca	"[""boundary"",""Retain operative cross-surface contract: #522: audit summary carries the declined-further-audit phrase.""]"	"[""prose-multi-copy"",""issue #1753: #522: audit summary carries the declined-further-audit phrase; 2 counted homes. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:accfc7d868c6564cf71af9bcb43c8370f9804a3d977638c78a9aac7835fa97f1	"[""boundary"",""Retain operative cross-surface contract: #272 AC6: issue-template has the Visual Specification section heading.""]"	"[""prose-multi-copy"",""issue #1753: #272 AC6: issue-template has the Visual Specification section heading; 3 counted homes. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:b04061f65b08e40cbe92da71feb2dd9ce2849b618a6967d877c9e43b799e2e36	"[""boundary"",""Retain routing/state-transition contract: #462 rule3: zero arm states the falsifiable no-dependencies claim, not a count.""]"	"[""prose-multi-copy"",""issue #1753: #462 rule3: zero arm states the falsifiable no-dependencies claim, not a count; 2 counted homes. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:baac39ff3a4ea0217f0ed5dbb5f2b9d5287cb8a114cbca0acca32d6b6ba61ab0	"[""boundary"",""maintainer adjudication: create-issue CS: carriage identity, digest, unreadable marker, or sentinel protocol: audit-prompt template states the DRAFT-UNREADABLE emit condition""]"	"[""prose-sole-copy"",""issue #1753: #522: audit-prompt template states the DRAFT-UNREADABLE emit condition; sole counted home. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:c505a65c5b97fe95268230ba6b8df2fa15f354b6d84235cb3b7e035197193ef8	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: ledger text is identity data, never protocol""]"	"[""prose-sole-copy"",""issue #1753: #603/AC1: ledger text is identity data, never protocol; sole counted home. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:d88f327f7be3d440a2c34ac01a9569090c5e96ce558d9dcfb5a23c3b18075700	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: a twice-listed defect counts per listing""]"	"[""prose-sole-copy"",""issue #1753: #603/AC15: a twice-listed defect counts per listing; sole counted home. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:d962869926d9300b57b9858db2538da6fde6c65e925b75493f779e12bbac109d	"[""boundary"",""Retain security/integrity boundary: the Create-Issue Phase 2.4 dry-trace rule must cover mutable Markdown and external-format parsers, not config JSON alone.""]"	"[""prose-multi-copy"",""issue #1753: #467 D2 (CLAUDE.md leg): best-effort-parser gotcha widened to mutable-markdown/external-format; 3 counted homes. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:e7c8aff69f95ea97dd6dc1b9447f2a32500133466f3cd4dd4ebc10259e47d278	"[""boundary"",""maintainer adjudication: create-issue SO: state-owner producer/consumer contract: the step records each lifecycle event through the tool and obeys its answer""]"	"[""prose-sole-copy"",""issue #1753: #546: the step records each lifecycle event through the tool and obeys its answer; sole counted home. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:ed74dbce82dc4a856ea16ca34fbface51d944f0f4ee88e4ba4af47bf2b737b96	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: an erroneous invalidation needs no amend path""]"	"[""prose-sole-copy"",""issue #1753: #603/AC19: an erroneous invalidation needs no amend path; sole counted home. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:f605b24833ab30d425b2d8cd8e76c2b6e46cafa9dd465fcb95312a64deec4cac	"[""boundary"",""maintainer adjudication: create-issue SO: state-owner producer/consumer contract: the state-owner-unavailable marker is distinct from the degraded marker""]"	"[""prose-sole-copy"",""issue #1753: #546: the state-owner-unavailable marker is distinct from the degraded marker; sole counted home. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:fdf806f3a9e420f4b4eb8e97bb8bee799443b7da863f41acfa8c086bc79483b3	"[""boundary"",""Retain routing/state-transition contract: #548: loader-failure arm records the dedicated line.""]"	"[""prose-multi-copy"",""issue #1753: #548: loader-failure arm records the dedicated line; 2 counted homes. No machine_consumer_evidence match for the literal or its distinctive tokens (CLAUDE.md #843/#876).""]"
literal:15568f4eef656bfac2286855d41d8ba09616fc2a3232c52cdffe0fae7d257a48	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 scripts/render-grounding-block.sh contains this literal verbatim.""]"
literal:1b1d78cab13c750d2283ce240e500d2ef0a41f4bc90fe49b398efbca121e7ebd	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 config-get.sh invocation naming the docs.labels config key.""]"
literal:6652cf0de41b1a2d5f33eed44be89ae6c2cb07e357585050a09213758ff8e2e7	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 bundled-helper invocation shape whose consumer scripts/discover-deferral-manifests.py the step-1 search reached.""]"
literal:a23f28ad3d6e824b01bb8dcda46594ecb4b132955d875b454898fd555d4ed71a	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 scripts/issue-audit-state.py contains this literal verbatim.""]"
literal:ad50e93d55b6a61df096d3520917229ad2da621414aa0a50710cda568849fe4f	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 lifecycle state token the Phase 4.0.5 filing guard compares against.""]"
literal:b21e1a1278a8f03ac8e14f433a5052cc18b8559bd72ddcb84b134db1a55584e7	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 reference boundary end marker, a machine sentinel the phase entry gate compares.""]"
literal:c6e4c8b5f7e3ebe9f5383163eff0d66fac5811969b386e1197607b460649a230	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 the filing guard's own predicate over that state token and the aggregate file.""]"
literal:d9d885a86786eafcfe3d84e706a01852367c90cfc645654486112c752b275f41	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 reference boundary start marker, a machine sentinel the phase entry gate compares.""]"
literal:effb1626acbdf6dac59a1ed858d175d9f587fe6f159d5e9ae30a38cd6f472773	null	"[""boundary"",""maintainer adjudication (#1753 census refresh): retained boundary \u2014 bundled-helper invocation shape for parse-acs.py through the portable anchor.""]"
